City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,muriti,-1.9833,32.9167,23.99,57,5,3.12,TZ,1675060439
386,nchelenge,-9.3451,28.734,21.01,85,100,2.45,ZM,1675060439
387,codrington,-38.2667,141.9667,18.33,58,100,5.2,AU,1675060440
388,madang,-5.2246,145.7966,29.43,72,52,3.31,PG,1675060440
389,vangaindrano,-23.35,47.6,29.43,67,3,1.55,MG,1675060441
390,kysyl-syr,63.8986,122.7617,-36.49,97,74,2.32,RU,1675060441
391,xam nua,20.4197,104.0439,22.54,28,0,1.44,LA,1675060442
392,nakskov,54.8373,11.1284,4.5,77,100,12.69,DK,1675060442
393,soyo,-6.1349,12.3689,26.54,81,100,1.36,AO,1675060443
394,waipawa,-41.4122,175.5153,19.12,86,100,1.0,NZ,1675060444
395,huron,41.1501,-82.5499,-0.57,89,100,2.71,US,1675060444
396,kandrian,-6.2167,149.55,28.43,78,100,2.96,PG,1675060445
397,lompoc,34.6391,-120.4579,8.08,86,0,2.57,US,1675060154
398,daugavpils,55.8833,26.5333,0.09,96,100,7.1,LV,1675060445
399,santiago del estero,-27.7951,-64.2615,24.66,78,83,1.73,AR,1675060446
400,san patricio,28.017,-97.5169,20.97,88,100,6.57,US,1675060446
401,sovetskaya gavan,48.9723,140.2878,-15.51,80,9,1.1,RU,1675060447
402,buchanan,5.8808,-10.0467,24.26,92,100,2.03,LR,1675060448
403,vikhorevka,56.1201,101.1636,-9.23,87,99,4.73,RU,1675060448
404,itaituba,-4.2761,-55.9836,22.52,97,100,0.17,BR,1675060449
405,uglegorsk,49.0833,142.0333,-16.22,87,23,0.39,RU,1675060449
406,pimentel,-6.8367,-79.9342,23.16,73,0,3.09,PE,1675060450
407,soto la marina,23.7667,-98.2167,19.65,88,0,1.91,MX,1675060450
408,taksimo,56.3444,114.8794,-17.75,89,100,0.83,RU,1675060451
409,ozernovskiy,51.5,156.5167,-4.16,87,100,16.3,RU,1675060451
410,la ronge,55.1001,-105.2842,-23.88,76,0,2.57,CA,1675060452
411,ginir,7.1333,40.7,18.2,49,66,3.88,ET,1675060454
412,bandar-e lengeh,26.5579,54.8807,18.06,63,0,2.06,IR,1675060458
413,udachnyy,66.4167,112.4,-30.95,100,94,1.02,RU,1675060458
414,basco,20.4487,121.9702,20.51,65,92,12.73,PH,1675060459
415,ust-tsilma,65.441,52.1498,-13.15,93,91,3.24,RU,1675060459
416,chumikan,54.7183,135.315,-22.04,79,64,11.49,RU,1675060460
417,port augusta,-32.5,137.7667,24.84,58,70,6.72,AU,1675060461
418,raudeberg,61.9875,5.1352,4.37,76,100,15.33,NO,1675060461
419,tonneins,44.3921,0.3124,0.37,90,92,1.52,FR,1675060462
420,imbituba,-28.24,-48.6703,24.92,89,100,0.72,BR,1675060462
421,corinto,37.9407,22.9573,9.38,72,19,1.69,GR,1675060463
422,virginia beach,36.8529,-75.978,11.02,90,100,0.0,US,1675060463
423,champerico,14.3,-91.9167,24.49,72,0,2.96,GT,1675060464
424,egvekinot,66.3167,-179.1667,-6.52,92,100,6.76,RU,1675060464
425,isangel,-19.55,169.2667,27.35,79,100,1.45,VU,1675060465
426,waingapu,-9.6567,120.2641,29.2,76,100,4.07,ID,1675060465
427,laguna,38.421,-121.4238,6.83,68,0,5.66,US,1675060466
428,berlevag,70.8578,29.0864,0.97,80,40,4.63,NO,1675060466
429,cabra,37.4725,-4.4421,2.23,82,3,1.83,ES,1675060467
430,monrovia,6.3005,-10.7969,23.87,92,100,2.29,LR,1675060467
431,husavik,66.0449,-17.3389,-6.79,78,100,2.24,IS,1675060468
432,victoria,22.2855,114.1577,19.97,37,1,1.79,HK,1675060218
433,lahaina,20.8783,-156.6825,23.23,85,100,4.65,US,1675060218
434,rock sound,24.9,-76.2,24.74,74,82,8.46,BS,1675060469
435,khipro,25.8285,69.3772,23.22,17,0,2.52,PK,1675060470
436,szubin,53.0097,17.74,0.67,86,100,8.23,PL,1675060470
437,parsabad,39.6482,47.9174,2.18,87,0,5.14,IR,1675060471
438,oistins,13.0667,-59.5333,23.05,78,40,3.6,BB,1675060404
439,port hardy,50.6996,-127.4199,-2.9,100,0,1.54,CA,1675060471
440,luderitz,-26.6481,15.1594,18.01,70,0,3.7,NA,1675060472
441,norman wells,65.282,-126.8329,-10.98,79,75,5.66,CA,1675060472
442,lavrentiya,65.5833,-171.0,-4.07,96,100,7.0,RU,1675060473
443,quatre cocos,-20.2078,57.7625,30.06,72,100,3.21,MU,1675060473
444,zabol,32.25,67.25,-1.82,85,18,1.55,AF,1675060474
445,morondava,-20.2833,44.2833,28.15,75,5,1.64,MG,1675060474
446,tukrah,32.5341,20.5791,13.04,69,38,8.43,LY,1675060475
447,jasper,37.2001,-94.3502,-5.63,87,100,4.12,US,1675060475
448,coalinga,36.1397,-120.3602,6.14,90,95,1.77,US,1675060475
449,zhuanghe,39.7008,122.9911,0.96,38,0,2.74,CN,1675060476
450,lebanon,36.2081,-86.2911,10.11,94,100,0.0,US,1675060207
451,vostok,46.4856,135.8833,-19.95,91,100,2.34,RU,1675060476
452,rock springs,41.5875,-109.2029,-20.53,80,75,3.09,US,1675060329
453,bell ville,-32.6259,-62.6887,22.59,45,100,2.76,AR,1675060477
454,keetmanshoop,-26.5833,18.1333,25.04,22,3,3.5,NA,1675060325
455,ariquemes,-9.9133,-63.0408,21.3,99,100,0.93,BR,1675060477
456,kristiinankaupunki,62.2743,21.376,2.28,92,100,3.8,FI,1675060478
457,denpasar,-8.65,115.2167,29.81,79,40,5.66,ID,1675060458
458,delmas,18.5447,-72.3028,23.4,73,23,2.06,HT,1675060479
459,bangassou,4.7413,22.8184,27.15,48,5,1.07,CF,1675060480
460,trapani,37.8333,12.6667,8.49,93,40,1.54,IT,1675060326
461,datong,40.0936,113.2914,1.89,17,0,4.82,CN,1675060480
462,haines junction,60.7522,-137.5108,-12.84,96,100,0.92,CA,1675060481
463,gurupi,-11.7292,-49.0686,21.33,92,9,0.37,BR,1675060481
464,harper,4.375,-7.7169,25.52,84,100,1.38,LR,1675060481
465,koshurnikovo,54.1667,93.3,-9.12,91,100,3.93,RU,1675060482
466,gushikawa,26.3544,127.8686,16.0,44,20,4.63,JP,1675060482
467,kaseda,31.4167,130.3167,9.58,59,14,9.18,JP,1675060483
468,great falls,47.5002,-111.3008,-17.55,64,0,7.72,US,1675060483
469,sur,22.5667,59.5289,22.16,49,0,1.89,OM,1675060483
470,fiditi,7.7136,3.9172,25.04,77,64,0.79,NG,1675060484
471,atar,20.5169,-13.0499,12.88,50,87,3.29,MR,1675060484
472,xuanhua,40.6103,115.0447,2.42,20,0,2.39,CN,1675060485
473,saint anthony,45.0205,-93.218,-17.22,72,75,4.63,US,1675060485
474,kilindoni,-7.9139,39.6668,27.71,73,95,4.35,TZ,1675060485
475,george,-33.963,22.4617,17.75,68,20,4.12,ZA,1675060486
476,cuiluan,47.72,128.648,-13.82,78,96,3.31,CN,1675060486
477,hamilton,39.1834,-84.5333,3.35,95,100,2.06,US,1675060218
478,paamiut,61.994,-49.6678,-6.18,72,100,4.61,GL,1675060487
479,tagab,34.855,69.6492,4.2,86,100,1.96,AF,1675060487
480,great bend,38.3645,-98.7648,-12.2,75,100,7.72,US,1675060488
481,diamantino,-14.4086,-56.4461,20.21,95,17,1.2,BR,1675060488
482,cap malheureux,-19.9842,57.6142,29.7,74,100,2.24,MU,1675060270
483,saqqez,36.2499,46.2735,4.31,68,100,3.11,IR,1675060489
484,limon,10.0,-83.0333,22.25,81,100,1.92,CR,1675060489
485,casablanca,33.5928,-7.6192,5.19,86,1,2.06,MA,1675060435
486,cockburn town,21.4612,-71.1419,24.92,75,36,9.04,TC,1675060490
487,vila velha,-20.3297,-40.2925,23.97,94,40,2.06,BR,1675060490
488,bambanglipuro,-7.95,110.2833,28.68,73,100,3.27,ID,1675060491
489,kavaratti,10.5669,72.642,26.79,72,37,5.91,IN,1675060491
490,fukue,32.6881,128.8419,8.2,42,20,6.69,JP,1675060491
491,la macarena,2.1837,-73.7849,20.07,63,88,1.4,CO,1675060492
492,sandeid,59.5449,5.8636,4.16,79,98,10.46,NO,1675060492
493,faya,18.3851,42.4509,15.29,38,11,2.32,SA,1675060493
494,banjar,-8.19,114.9675,25.69,92,100,0.75,ID,1675060493
495,sao felix do xingu,-6.6447,-51.995,20.84,99,100,0.15,BR,1675060493
496,iracoubo,5.4802,-53.2011,23.51,86,100,2.48,GF,1675060494
497,kurilsk,45.2333,147.8833,-8.14,59,10,0.6,RU,1675060495
498,pervomayskoye,43.919,46.7102,5.31,71,100,4.46,RU,1675060495
499,hope,33.6671,-93.5916,6.03,96,100,2.6,US,1675060496
500,lorengau,-2.0226,147.2712,29.0,72,36,2.59,PG,1675060496
501,tovste,48.8466,25.7262,-3.09,69,20,2.85,UA,1675060496
502,santa marta,11.2408,-74.199,26.61,68,18,6.26,CO,1675060338
503,marrakesh,31.6315,-8.0083,5.04,75,40,0.51,MA,1675060497
504,asilah,35.465,-6.0348,9.98,79,44,5.98,MA,1675060497
505,lavumisa,-27.31,31.892,21.58,67,100,1.34,SZ,1675060498
506,houma,29.5958,-90.7195,21.11,94,75,3.13,US,1675060498
507,kimbe,-5.5502,150.1429,27.14,85,100,1.46,PG,1675060499
508,ubon ratchathani,15.1667,105.1667,24.94,30,15,3.11,TH,1675060499
509,rio gallegos,-51.6226,-69.2181,11.03,71,100,11.83,AR,1675060499
510,songkhla,6.8333,100.6667,27.14,86,100,5.33,TH,1675060500
511,arawa,-6.2132,155.5367,28.32,78,100,2.29,PG,1675060500
512,saint-ambroise,48.5501,-71.3324,-19.12,78,100,2.57,CA,1675060501
513,houlton,46.1262,-67.8403,-3.77,77,100,5.66,US,1675060501
514,boone,39.0334,-92.3335,-6.44,81,100,2.24,US,1675060502
515,coihaique,-45.5752,-72.0662,15.97,67,100,4.12,CL,1675060503
516,songea,-10.6833,35.65,22.64,78,20,3.6,TZ,1675060503
517,misratah,32.3754,15.0925,11.46,69,58,9.74,LY,1675060504
518,kure,34.2333,132.5667,8.41,48,8,7.19,JP,1675060453
519,tacuati,-23.45,-56.5833,21.45,99,44,1.36,PY,1675060505
520,chiang klang,19.2938,100.8617,30.2,28,0,0.71,TH,1675060505
521,manzhouli,49.6,117.4333,-14.57,94,100,1.69,CN,1675060506
522,den chai,17.9837,100.0522,33.3,23,24,0.83,TH,1675060507
523,arman,59.7,150.1667,-11.67,77,100,6.06,RU,1675060508
524,riyadh,24.6877,46.7219,15.08,35,0,3.75,SA,1675060508
525,bandarbeyla,9.4942,50.8122,25.0,54,6,9.21,SO,1675060509
526,bathsheba,13.2167,-59.5167,23.34,78,40,3.6,BB,1675060509
527,roma,43.2128,-75.4557,-0.03,89,100,7.2,US,1675060510
528,fengrun,39.8333,118.1167,5.94,26,0,2.66,CN,1675060510
529,gornyak,50.9942,81.4661,-10.95,83,10,2.51,RU,1675060511
530,kalaleh,37.3807,55.4916,9.78,50,100,0.0,IR,1675060511
531,araguacu,-12.9306,-49.8264,21.03,93,92,0.49,BR,1675060512
532,yurimaguas,-5.9,-76.0833,22.85,71,93,0.27,PE,1675060513
533,turukhansk,65.8167,87.9833,-20.36,99,100,2.21,RU,1675060284
534,agadez,19.75,10.25,13.12,16,100,4.22,NE,1675060514
535,koriyama,37.4,140.3833,6.18,56,75,3.6,JP,1675060391
536,baijiantan,45.6333,85.1833,-13.97,81,100,1.74,CN,1675060515
537,chapais,49.7834,-74.8492,-32.12,100,100,1.55,CA,1675060380
538,sabha,27.0377,14.4283,8.46,37,0,4.21,LY,1675060516
539,harlingen,26.1906,-97.6961,23.05,93,100,6.17,US,1675060255
540,lucea,18.451,-78.1736,24.92,79,2,5.04,JM,1675060517
541,karlstad,59.3793,13.5036,2.31,69,66,7.72,SE,1675060517
542,toguchin,55.2353,84.3858,-9.73,92,100,6.98,RU,1675060518
543,norden,53.6,7.2,6.11,84,13,0.45,DE,1675060518
544,durusu,41.3053,28.6767,5.47,74,100,4.02,TR,1675060519
545,richards bay,-28.783,32.0377,23.11,67,85,2.32,ZA,1675060519
546,camacupa,-12.0167,17.4833,17.55,89,100,1.48,AO,1675060520
547,jaisalmer,26.9147,70.9181,21.91,13,0,4.39,IN,1675060521
548,susanville,40.4163,-120.653,-7.09,64,0,2.57,US,1675060245
549,mathathane,-22.2687,28.7495,21.87,74,100,7.95,BW,1675060522
550,inhambane,-23.865,35.3833,27.99,74,40,6.69,MZ,1675060522
551,hambantota,6.1241,81.1185,29.19,74,75,2.57,LK,1675060523
552,tabuk,17.4189,121.4443,20.04,89,100,2.94,PH,1675060523
553,mapimi,25.8167,-103.85,14.31,28,100,1.72,MX,1675060524
554,nueva guinea,11.6876,-84.4562,19.14,98,100,2.86,NI,1675060525
555,kalangala,-0.3089,32.225,22.64,61,24,3.64,UG,1675060525
556,sri aman,1.2376,111.4621,31.03,70,40,1.03,MY,1675060526
557,biharamulo,-2.6319,31.3089,19.85,78,43,0.74,TZ,1675060526
558,genhe,50.7833,121.5167,-14.78,82,30,1.53,CN,1675060527
559,deer lake,49.1667,-57.4316,-10.08,79,100,3.09,CA,1675060528
560,sioux lookout,50.1001,-91.917,-26.96,76,40,3.09,CA,1675060528
561,kayerkan,69.3497,87.7602,-21.3,99,98,0.85,RU,1675060529
562,siyabuswa,-25.1132,29.0445,19.42,84,100,3.9,ZA,1675060530
